mario : ('Qc', '7s'). Ai : ('Ks', '5c')Floop: ['Kh', 'Js', 'Ah']. 
start : ('Ac', 'Ks'). Ai : ('Qd', '4d'). Floop: ['6d', 'Qc', '10s']. 
start : ('6s', '9h'). Ai : ('7s', 'Kh'). Floop: ['9c', '10d', 'Ks']. 
start : ('Qd', '7s'). Ai : ('As', '10c'). Floop: ['8d', '9d', '7d']. 
start : ('Qh', '5s'). Ai : ('8d', 'Kd'). Floop: ['2c', '7d', 'Jd']. 
start : ('8s', 'Jd'). Ai : ('2s', '3c'). Floop: ['10d', '7h', 'Ad']. 
 : ('Kc', '5d'). Ai : ('2s', '5h'). Floop: ['Ks', 'Qh', '7d']. 
start : ('Ac', '3d'). Ai : ('Ad', '7c'). Floop: ['3c', '10d', '5d']. 
start : ('5d', '3h'). Ai : ('4c', '5s'). Floop: ['8c', 'Qd', '9d']. 
start : ('5s', 'As'). Ai : ('Ah', '10d'). Floop: ['5h', '8h', '8c']. 
start : ('4h', 'Qs'). Ai : ('4c', '7h'). Floop: ['8c', 'Kh', 'Qh']. 
start : ('9s', '6c'). Ai : ('7c', '5d'). Floop: ['8h', 'Qh', 'Jd']. 
start : ('3c', '10s'). Ai : ('5h', '7h'). Floop: ['8s', '8h', '4d']. 
start : ('3c', '9h'). Ai : ('6c', '8h'). Floop: ['4c', 'Jh', 'Qh']. 
start : ('3s', '2s'). Ai : ('9d', '5d'). Floop: ['7d', 'Ad', '8s']. 
start : ('10d', 'Qh'). Ai : ('Kh', '9d'). Floop: ['10h', '9c', '10s']. 
start : ('10c', '2c'). Ai : ('As', '6h'). Floop: ['7h', '6s', '9d']. 
start : ('Qd', '2d'). Ai : ('Qc', '6s'). Floop: ['8d', '3d', '2h']. 
start : ('9h', 'Qh'). Ai : ('3h', 'Ad'). Floop: ['8s', 'Ac', 'Jc']. 
start : ('6d', '3d'). Ai : ('6s', '4d'). Floop: ['Qs', 'Js', '5h']. 
start : ('7s', 'Ac'). Ai : ('7d', '4s'). Floop: ['3s', '10s', '8d']. 
start : ('Ks', '5c'). Ai : ('4h', '4d'). Floop: ['5s', 'Jd', '7c']. 
start : ('2h', '7s'). Ai : ('As', 'Qs'). Floop: ['Ac', 'Js', '8d']. 
start : ('7h', 'Kc'). Ai : ('Jh', '10c'). Floop: ['3d', '6h', 'Qd']. 
start : ('5h', '2h'). Ai : ('Kh', 'As'). Floop: ['3s', 'Ks', '6d']. 
start : ('6d', '4h'). Ai : ('8s', 'Ad'). Floop: ['7s', '10d', 'Kh']. 
start : ('2d', 'Qd'). Ai : ('10h', '5h'). Floop: ['Kc', 'Ks', 'Jd']. 
start : ('Kh', '8h'). Ai : ('4c', '3h'). Floop: ['8s', '10h', '10d']. 
start : ('10d', 'Js'). Ai : ('5h', '2d'). Floop: ['Qd', '8d', '6h']. 
mario : ('9h', '6d'). Ai : ('9c', 'Kh'). Floop: ['6c', '2d', '4s']. 
start : ('4d', 'Ad'). Ai : ('10s', 'Qs'). Floop: ['9c', '5c', '8d']. 
start : ('4h', '6h'). Ai : ('Js', 'Ad'). Floop: ['2c', '9h', 'Ah']. 
start : ('6d', 'Kc'). Ai : ('4c', '5d'). Floop: ['Kd', '6c', '7d']. 
start : ('Jh', '2c'). Ai : ('9h', 'Qd'). Floop: ['Qh', '10s', '7d']. 
start : ('Ks', '9s'). Ai : ('Jc', '6s'). Floop: ['Qs', '3c', '9c']. 
start : ('8s', '7h'). Ai : ('Qh', '9h'). Floop: ['2d', '10c', 'Qd']. 
start : ('Jh', 'Kc'). Ai : ('6c', '10d'). Floop: ['Qs', '9s', '2c']. 
start : ('Qd', '3h'). Ai : ('5s', 'Qh'). Floop: ['9c', 'Ah', '6d']. 
start : ('Ks', 'Qd'). Ai : ('3h', 'Qh'). Floop: ['10c', '4c', '2c']. 
start : ('2h', 'Kh'). Ai : ('6d', '2c'). Floop: ['5c', '10s', '5d']. 
start : ('Ah', '5s'). Ai : ('8s', '7c'). Floop: ['8c', '5d', '3c']. 
start : ('6c', '3c'). Ai : ('6d', '5c'). Floop: ['Ac', 'Jh', '4c']. 
start : ('10s', '4h'). Ai : ('3h', 'As'). Floop: ['7s', 'Ah', '9s']. 
start : ('7h', '10c'). Ai : ('2c', 'Js'). Floop: ['5h', 'Jh', '4d']. 
start : ('3h', '6c'). Ai : ('Ah', 'Kc'). Floop: ['Ks', '8c', '7d']. 
start : ('10h', '9c'). Ai : ('Jd', '5d'). Floop: ['Jc', '2s', '2d']. 
start : ('Ad', '7h'). Ai : ('4s', '8d'). Floop: ['Jd', '2h', '3s']. 
start : ('Kd', 'Jc'). Ai : ('7c', '6d'). Floop: ['4h', 'As', 'Qs']. 
start : ('8d', 'Jh'). Ai : ('9d', '7c'). Floop: ['4c', '6d', '10d']. 
start : ('5h', 'Js'). Ai : ('2s', '7c'). Floop: ['6s', '9s', '10h']. 
start : ('Kd', '10s'). Ai : ('3c', '7d'). Floop: ['6s', '3h', '10c']. 
start : ('3c', 'Jd'). Ai : ('8c', '8h'). Floop: ['Ac', 'Jh', 'Kd']. 
start : ('Ah', '2d'). Ai : ('As', 'Jc'). Floop: ['6h', 'Kd', 'Qc']. 
start : ('As', 'Qc'). Ai : ('Ad', '8s'). Floop: ['Jc', 'Kd', 'Qh']. 
start : ('Ad', '3h'). Ai : ('Jc', '4d'). Floop: ['8d', '9c', '10h']. 
start : ('Jh', '8s'). Ai : ('10h', 'Js'). Floop: ['6h', '8c', 'Qd']. 
start : ('5d', '8s'). Ai : ('Qs', 'Ad'). Floop: ['9s', '8h', 'Kc']. 
start : ('4d', '6c'). Ai : ('3s', '7c'). Floop: ['8d', '10s', '10d']. 
start : ('5s', '3s'). Ai : ('6h', 'Ac'). Floop: ['Ks', 'Jh', 'Js']. 
start : ('4h', 'Jc'). Ai : ('3s', '6h'). Floop: ['Jh', 'Qs', '8h']. 
start : ('7d', '8s'). Ai : ('6s', 'Js'). Floop: ['6h', '8c', '10s']. 
start : ('3s', '3d'). Ai : ('4h', '8c'). Floop: ['7h', '3c', '8h']. 
start : ('Kc', '7s'). Ai : ('Ad', '2c'). Floop: ['10d', '5s', '10c']. 
start : ('Js', 'Jh'). Ai : ('Ad', '9d'). Floop: ['8d', '7d', 'As']. 
start : ('9s', '6c'). Ai : ('Js', 'Jd'). Floop: ['9h', '5d', '7h']. 
start : ('9s', '4c'). Ai : ('Ad', '5h'). Floop: ['6s', '8c', '9c']. 
start : ('8d', '5h'). Ai : ('5s', 'Qs'). Floop: ['As', 'Kc', 'Jd']. 
start : ('3h', '3d'). Ai : ('Qc', '6d'). Floop: ['8c', '2d', '2c']. 
 : ('5d', 'Kd'). Ai : ('8d', '7h'). Floop: ['6d', '6h', '5h']. 
start : ('6c', 'Kh'). Ai : ('4s', 'Ac'). Floop: ['2h', '8h', '5s']. 
start : ('Kh', '5d'). Ai : ('10c', '8d'). Floop: ['Qs', 'Qc', 'Qd']. 
start : ('Ac', '4h'). Ai : ('9s', 'Jh'). Floop: ['Qs', '2d', '4c']. 
start : ('Kh', '2c'). Ai : ('6d', '10d'). Floop: ['3h', '9h', '3c']. 
start : ('8h', 'Js'). Ai : ('Qh', '6d'). Floop: ['As', 'Ah', '3h']. 
start : ('5s', 'Ad'). Ai : ('3d', '6d'). Floop: ['Kc', '5d', '5h']. 
start : ('10h', 'Kd'). Ai : ('10s', '7s'). Floop: ['5d', '7c', 'Ks']. 
start : ('3h', '2h'). Ai : ('9c', 'Js'). Floop: ['Ks', 'Qs', '4c']. 
start : ('4h', 'Qh'). Ai : ('8h', '2h'). Floop: ['3d', '6h', '5d']. 
start : ('10h', '5d'). Ai : ('7d', 'Ad'). Floop: ['4s', '9d', '6s']. 
start : ('7c', 'Qs'). Ai : ('Ks', '2s'). Floop: ['Qh', '5c', '6h']. 
start : ('Kd', 'Jh'). Ai : ('8h', '6d'). Floop: ['4h', '3c', '8c']. 
start : ('3d', '4h'). Ai : ('10h', '3s'). Floop: ['Qh', 'Ad', 'Jc']. 
start : ('Kd', '10s'). Ai : ('Jc', '10h'). Floop: ['7d', 'Js', '10d']. 
start : ('Ac', '2h'). Ai : ('8h', '5h'). Floop: ['6c', 'Kd', '4d']. 
start : ('6s', 'Js'). Ai : ('8c', '5s'). Floop: ['5h', '8d', 'Ac']. 
start : ('Ah', '4s'). Ai : ('3h', '4d'). Floop: ['10c', '7c', '3c']. 
start : ('Jh', '10c'). Ai : ('Kc', 'Qs'). Floop: ['10h', 'Jd', '5s']. 
start : ('Ad', '4h'). Ai : ('Js', '6c'). Floop: ['Ac', '9d', 'Jh']. 
start : ('3s', '8h'). Ai : ('3h', '10h'). Floop: ['4c', 'Kc', 'Qd']. 
start : ('6s', '10s'). Ai : ('4s', '9s'). Floop: ['9c', 'Qd', '5s']. 
start : ('4c', '10h'). Ai : ('3s', 'Ad'). Floop: ['Ah', 'Jd', '4d']. 
start : ('6s', 'Jc'). Ai : ('Ad', '2d'). Floop: ['As', '7c', 'Kh']. 
start : ('Js', '8c'). Ai : ('Ad', '2d'). Floop: ['9d', 'Qs', 'Ah']. 
start : ('7s', '2s'). Ai : ('3d', '5h'). Floop: ['Kc', '8s', '9d']. 
start : ('10c', '2h'). Ai : ('3h', '5d'). Floop: ['7c', '8c', 'Ac']. 
start : ('2h', '4d'). Ai : ('7h', '8h'). Floop: ['7d', '10h', '7s']. 
start : ('Ks', '5d'). Ai : ('8s', '3h'). Floop: ['7s', '8d', '2s']. 
start : ('3d', '6h'). Ai : ('Ah', '5s'). Floop: ['Qc', 'As', '10d']. 
start : ('Ah', '6s'). Ai : ('Qs', '7h'). Floop: ['6h', '9h', '5d']. 
start : ('8d', '4s'). Ai : ('9c', 'Jd'). Floop: ['4d', 'Ad', '2c']. 
start : ('4d', '6c'). Ai : ('Kc', '10c'). Floop: ['2c', '8h', '9d']. 
start : ('7h', '6h'). Ai : ('Qd', '6s'). Floop: ['4c', '9c', '2d']. 
start : ('10d', '5c'). Ai : ('Jc', 'Ah'). Floop: ['4d', 'Ad', 'Ks']. 
start : ('9c', '3s'). Ai : ('2c', 'Kc'). Floop: ['Ad', '7d', '10c']. 
start : ('9s', '8c'). Ai : ('7s', '4d'). Floop: ['Ks', '5d', 'Js']. 
start : ('9s', '7d'). Ai : ('6c', '2h'). Floop: ['2c', '4h', '3h']. 
start : ('As', '9d'). Ai : ('Kd', '4d'). Floop: ['7h', 'Qh', '4h']. 
start : ('8c', 'As'). Ai : ('5h', 'Qd'). Floop: ['Kc', 'Kd', '10c']. 
start : ('2h', '7c'). Ai : ('10d', '4s'). Floop: ['As', '7h', '10h']. 
start : ('3d', '9d'). Ai : ('8d', '3c'). Floop: ['4c', 'Ad', '8s']. 
start : ('7s', '10d'). Ai : ('Qc', 'Qh'). Floop: ['4s', 'Kc', '4c']. 
start : ('Kh', '9c'). Ai : ('10c', '7c'). Floop: ['3s', 'As', '2s']. 
start : ('4d', '8c'). Ai : ('9s', 'Kc'). Floop: ['Ad', '10c', '3d']. 
start : ('Kd', '8d'). Ai : ('9s', '7h'). Floop: ['3c', '2d', 'Qh']. 
start : ('Jd', '9s'). Ai : ('7h', '3d'). Floop: ['2s', '7d', '4c']. 
start : ('10d', '5c'). Ai : ('10c', '6h'). Floop: ['5h', '10s', '2d']. 
start : ('3d', '6c'). Ai : ('8d', 'Kd'). Floop: ['Jh', '9s', '2c']. 
start : ('Kc', 'Jd'). Ai : ('9d', '7c'). Floop: ['10h', '6c', '3h']. 
start : ('4c', 'Kc'). Ai : ('5d', '2h'). Floop: ['8s', '10d', '2c']. 
start : ('9h', '3s'). Ai : ('8d', '2h'). Floop: ['6d', '3h', '6c']. 
start : ('10d', '7d'). Ai : ('Jd', '3s'). Floop: ['4c', '6d', 'Qs']. 
start : ('Qh', '10h'). Ai : ('4c', '6c'). Floop: ['4d', '9d', '3h']. 
start : ('6h', '3d'). Ai : ('8h', '9h'). Floop: ['10s', '9d', '2c']. 
start : ('Kc', 'Ac'). Ai : ('Qd', '7d'). Floop: ['8d', '4s', '6d']. 
start : ('2d', '6c'). Ai : ('2c', '5d'). Floop: ['10d', '9h', '3d']. 
start : ('7s', '7c'). Ai : ('4c', 'Jc'). Floop: ['10s', 'As', '5s']. 
start : ('10s', '7s'). Ai : ('3h', 'Ad'). Floop: ['3s', '9s', '4h']. 
start : ('5d', '2s'). Ai : ('2d', '8d'). Floop: ['Kh', 'Js', 'As']. 
start : ('Ks', 'As'). Ai : ('Qh', 'Kc'). Floop: ['6h', 'Jd', '9d']. 
start : ('9s', 'Ac'). Ai : ('Kc', '2d'). Floop: ['8h', '5s', '7c']. 
start : ('2s', 'Qd'). Ai : ('7c', 'Kc'). Floop: ['Jd', '10s', 'Qs']. 
start : ('10s', '3c'). Ai : ('Jc', 'Kh'). Floop: ['Kd', 'Ah', 'Qd']. 
start : ('Js', '2d'). Ai : ('8c', '10s'). Floop: ['Ad', '5c', '10h']. 
start : ('9d', '8s'). Ai : ('5h', '2d'). Floop: ['Qs', '8c', '10s']. 
start : ('3d', '6h'). Ai : ('8s', 'Ah'). Floop: ['3c', '7c', '5h']. 
start : ('Js', '6h'). Ai : ('Jd', '8s'). Floop: ['3d', '3h', '6d']. 
start : ('Qc', 'Qd'). Ai : ('8s', '8c'). Floop: ['6d', '10s', '6h']. 
start : ('7d', '5c'). Ai : ('8h', 'Ad'). Floop: ['10d', '4h', 'Jh']. 
start : ('9s', '4d'). Ai : ('3h', 'Ks'). Floop: ['8d', 'Qd', '9c']. 
start : ('6h', 'As'). Ai : ('2s', '10h'). Floop: ['4h', 'Qc', 'Qs']. 
start : ('8h', 'Qs'). Ai : ('10h', 'Ks'). Floop: ['3s', '7s', 'Kc']. 
start : ('10c', '7h'). Ai : ('3c', 'Ah'). Floop: ['Jd', 'Qd', 'Ks']. 
start : ('4s', '9s'). Ai : ('7s', 'Qh'). Floop: ['8h', '9c', 'Js']. 
start : ('3c', 'Kh'). Ai : ('Ks', 'Kd'). Floop: ['Qs', '2s', '2c']. 
start : ('6c', '10c'). Ai : ('2c', 'Qd'). Floop: ['6d', 'Js', '8s']. 
start : ('Qc', 'Kh'). Ai : ('Qd', '2d'). Floop: ['Js', '8c', '2c']. 
start : ('As', '2d'). Ai : ('4c', '3c'). Floop: ['10c', '7s', '9d']. 
start : ('Js', '9s'). Ai : ('10d', 'Ah'). Floop: ['4s', 'Qh', '10s']. 
start : ('Jd', 'Qs'). Ai : ('2s', 'Kd'). Floop: ['3c', '5c', 'Qh']. 
start : ('2h', 'Jc'). Ai : ('6s', '5s'). Floop: ['Qd', 'Kc', '5c']. 
start : ('Qc', '7d'). Ai : ('4s', 'Qd'). Floop: ['7s', 'Ac', '10c']. 
start : ('9h', '5h'). Ai : ('6h', '7c'). Floop: ['Jh', '8d', '10d']. 
start : ('Ad', 'Ac'). Ai : ('5s', 'Qd'). Floop: ['Ah', 'Qc', 'Qs']. 
start : ('5s', 'Ac'). Ai : ('7d', '2c'). Floop: ['5h', '3h', '10d']. 
start : ('2h', '5h'). Ai : ('3h', '6d'). Floop: ['8h', 'Jd', '2c']. 
start : ('8d', 'Jh'). Ai : ('6h', '9h'). Floop: ['Qh', '9s', 'Ad']. 
start : ('3d', 'Ad'). Ai : ('4s', '6c'). Floop: ['6s', '9d', 'Jh']. 
start : ('3c', '7s'). Ai : ('2c', 'Ks'). Floop: ['2s', '10d', 'Kh']. 
start : ('7d', '5s'). Ai : ('6d', '10h'). Floop: ['10s', '7h', 'Jh']. 
start : ('9d', '5s'). Ai : ('6c', 'Js'). Floop: ['5c', 'Jh', '7h']. 
start : ('7s', '9h'). Ai : ('9d', '8c'). Floop: ['4s', 'Jh', '3h']. 
start : ('Ac', '6d'). Ai : ('9c', '4h'). Floop: ['Qs', '4c', '2c']. 
start : ('Qh', '9h'). Ai : ('9s', '4s'). Floop: ['5s', '9c', '7d']. 
start : ('3c', '6c'). Ai : ('8s', 'Qh'). Floop: ['Qd', '4c', '3h']. 
start : ('5s', '5d'). Ai : ('10d', '10h'). Floop: ['Ac', '2s', 'Ah']. 
start : ('2h', '2c'). Ai : ('3c', '3s'). Floop: ['10c', '7d', 'Ah']. 
start : ('Ah', 'Kd'). Ai : ('6d', 'Js'). Floop: ['4c', '3c', '9s']. 
start : ('2s', '6s'). Ai : ('10s', '4h'). Floop: ['8d', '9c', '4c']. 
start : ('6d', 'Ac'). Ai : ('Jc', 'Kc'). Floop: ['2h', '4c', '2d']. 
start : ('Ac', '9s'). Ai : ('3s', '4c'). Floop: ['7h', '2c', 'Jd']. 
start : ('8c', '9s'). Ai : ('Jc', '6h'). Floop: ['Qd', '4s', '4d']. 
start : ('9c', 'Ac'). Ai : ('2h', '4c'). Floop: ['8d', '9h', '3h']. 
start : ('8s', 'Ac'). Ai : ('3c', '9h'). Floop: ['6h', 'Ks', '6d']. 
start : ('4d', 'Jd'). Ai : ('Ad', '8s'). Floop: ['6h', '6c', '7c']. 
start : ('5c', '5s'). Ai : ('3d', '3c'). Floop: ['7c', '2s', '4s']. 
start : ('Qs', '8h'). Ai : ('2s', 'Qc'). Floop: ['Qd', '10d', 'Jd']. 
start : ('9s', '10c'). Ai : ('5s', '7s'). Floop: ['Ah', '3c', '6h']. 
start : ('Qh', 'Ks'). Ai : ('8c', 'Qd'). Floop: ['3s', '6d', 'Qs']. 
mario : ('3d', 'Qc'). Ai : ('3c', '8c'). Floop: ['9c', '7h', 'Qs']. 
start : ('9d', '6d'). Ai : ('6c', '10c'). Floop: ['7h', '6s', 'Jh']. 
start : ('4s', '10d'). Ai : ('Ah', 'Kc'). Floop: ['2s', 'As', '7h']. 
start : ('7d', '2d'). Ai : ('8s', '8d'). Floop: ['5c', 'Ah', '8h']. 
start : ('2c', 'Ks'). Ai : ('2s', '3d'). Floop: ['Kh', '3s', '6h']. 
start : ('2h', 'Qc'). Ai : ('Jh', '2c'). Floop: ['5h', '4d', '8d']. 
start : ('Ac', '5c'). Ai : ('6h', '6c'). Floop: ['4h', 'Js', '9h']. 
start : ('6h', '4c'). Ai : ('10d', 'Qc'). Floop: ['5c', 'Ad', '8d']. 
mario : ('3c', '8h'). Ai : ('2s', '8s'). Floop: ['9h', '10s', '3d']. 
mario : ('Ad', '2c'). Ai : ('Qc', '3h'). Floop: ['7h', '5c', '5s']. 
mario : ('4c', 'Qd'). Ai : ('Qs', '2d'). Floop: ['Jd', '6s', '7c']. 
mario : ('7c', '4h'). Ai : ('Ah', '10s'). Floop: ['3h', 'Kh', 'Ac']. 
mario : ('9s', '8c'). Ai : ('10c', 'Ks'). Floop: ['Kc', '10h', '9h']. 
mario : ('2d', '10d'). Ai : ('9s', 'Ks'). Floop: ['9c', 'Js', 'Jc']. 
mario : ('Js', '10d'). Ai : ('Jh', '4s'). Floop: ['8h', 'Ad', '6c']. 
mario : ('7d', '10h'). Ai : ('7s', 'Qs'). Floop: ['Jc', '9c', 'Jh']. 
start : ('4d', '2h'). Ai : ('9s', 'Qs'). Floop: ['5h', '5d', '10d']. 
start : ('6c', '5c'). Ai : ('3h', '9d'). Floop: ['Js', 'Qs', '2s']. 
start : ('2d', '9c'). Ai : ('Ah', '2c'). Floop: ['Qd', '7d', '5s']. 
start : ('9s', '10s'). Ai : ('6h', 'Kd'). Floop: ['Kc', '8s', '2c']. 
mario : ('7d', 'Ks'). Ai : ('3d', 'Ad'). Floop: ['7c', '4d', 'Kd']. 
start : ('10d', 'Ac'). Ai : ('4c', 'Kh'). Floop: ['3h', '10h', '5d']. 
start : ('8h', 'Ac'). Ai : ('3h', '10h'). Floop: ['7c', 'Kc', '2h']. 
start : ('3d', '8c'). Ai : ('3c', '5s'). Floop: ['Jc', '5d', '10h']. 
start : ('Jc', '7c'). Ai : ('6d', '2h'). Floop: ['3s', '7h', 'Kc']. 
start : ('9h', '8d'). Ai : ('Ah', 'Jc'). Floop: ['2d', '3h', '2s']. 
start : ('3h', '5c'). Ai : ('Kh', '8c'). Floop: ['10d', '9d', 'Qs']. 
start : ('As', '5h'). Ai : ('9h', 'Kh'). Floop: ['Kd', '7s', '6c']. 
start : ('Jc', 'Qs'). Ai : ('Js', '10c'). Floop: ['4c', '3s', 'Kc']. 
start : ('10d', '6c'). Ai : ('3c', '8s'). Floop: ['9h', '5c', 'Qh']. 
start : ('2s', 'Jc'). Ai : ('5d', '8h'). Floop: ['6h', '3c', 'Kc']. 
start : ('9c', '9d'). Ai : ('Kd', 'Jd'). Floop: ['6c', '9h', '2c']. 
mario : ('8h', '6s'). Ai : ('Ah', '4s'). Floop: ['7d', 'As', 'Kd']. 
mario : ('Ks', '6d'). Ai : ('7c', 'Qc'). Floop: ['Ad', '3c', '2d']. 
start : ('5d', 'Ad'). Ai : ('Ah', '7s'). Floop: ['Kh', 'As', '3h']. 
\] : ('8h', '5c'). Ai : ('3h', '4h'). Floop: ['7c', 'Qs', 'Jh']. 
mario : ('2c', '10d'). Ai : ('7s', '8d'). Floop: ['7c', '7d', '6s']. 
start : ('Kd', '9c'). Ai : ('7h', 'Jd'). Floop: ['7d', '3s', '9s']. 
start : ('Ac', 'Ah'). Ai : ('Jc', '4d'). Floop: ['5s', '6h', '5d']. 
start : ('7d', '4s'). Ai : ('Ks', '7h'). Floop: ['Ah', '6h', 'Kd']. 
mario : ('Qh', '3s'). Ai : ('3h', 'Qs'). Floop: ['5h', '5d', '6d']. 
start : ('3s', '10s'). Ai : ('Ks', '3d'). Floop: ['4d', 'Ad', '8h']. 
start : ('7d', '7s'). Ai : ('7h', '9h'). Floop: ['Ks', '2c', '8h']. 
start : ('8d', '10d'). Ai : ('2d', '8h'). Floop: ['5c', '2c', 'Kh']. 
start : ('4h', '7d'). Ai : ('9c', '3h'). Floop: ['3d', 'Ad', '10c']. 
start : ('8c', 'Ad'). Ai : ('6s', '8h'). Floop: ['4h', '10c', '2s']. 
start : ('7s', 'Kd'). Ai : ('2h', '2d'). Floop: ['4d', 'Qh', '3s']. 
start : ('6c', '9h'). Ai : ('Js', '7d'). Floop: ['9s', 'Ac', 'Qh']. 
start : ('9h', '4s'). Ai : ('4c', 'Ah'). Floop: ['2s', '3s', '5d']. 
start : ('7c', '7d'). Ai : ('5h', '9d'). Floop: ['7s', 'Qc', 'Ks']. 
start : ('4d', 'Js'). Ai : ('9h', 'Qc'). Floop: ['Jh', '10h', '8c']. 
start : ('3d', 'Kc'). Ai : ('4s', 'Ks'). Floop: ['6c', '3h', 'Qs']. 
start : ('4h', '8c'). Ai : ('2c', '10h'). Floop: ['6s', 'Jc', '6h']. 
start : ('9s', '7s'). Ai : ('2d', '7h'). Floop: ['Qc', '3h', 'Js']. 
start : ('5h', '10h'). Ai : ('9d', 'Ad'). Floop: ['10s', '6c', '6s']. 
start : ('6h', 'Jd'). Ai : ('9s', 'Kh'). Floop: ['Jc', 'Qd', '7h']. 
start : ('Ad', '6h'). Ai : ('10c', '9c'). Floop: ['Kd', '3d', 'Ks']. 
start : ('10d', '5c'). Ai : ('9h', 'Qs'). Floop: ['Ah', '2c', '4d']. 
start : ('Jh', '3d'). Ai : ('7s', '8h'). Floop: ['5d', '6s', '3s']. 
start : ('Jd', '9h'). Ai : ('2s', '9s'). Floop: ['10s', '6d', '4s']. 
start : ('Js', 'Ac'). Ai : ('8c', '6d'). Floop: ['Kc', '6c', '7h']. 
start : ('4s', '4c'). Ai : ('Jh', 'Ks'). Floop: ['4h', '9s', '5h']. 
start : ('Qh', '5c'). Ai : ('3d', 'Qd'). Floop: ['4c', '10d', 'Jc']. 
 : ('Jd', '9h'). Ai : ('10c', '10h'). Floop: ['Qc', '7h', 'Kc']. 
start : ('Kh', 'Jh'). Ai : ('5d', 'Ks'). Floop: ['7d', '2c', '5h']. 
start : ('10h', 'Qd'). Ai : ('Jc', 'Ks'). Floop: ['Kc', '6c', '6h']. 
start : ('4d', 'Qc'). Ai : ('2h', '8c'). Floop: ['6c', '3d', '9d']. 
start : ('2h', 'Jd'). Ai : ('7s', '4h'). Floop: ['6d', 'Ac', 'Ad']. 
start : ('4d', '9h'). Ai : ('5c', '6s'). Floop: ['3c', '10d', '10s']. 
start : ('Ah', '10s'). Ai : ('4h', 'Ad'). Floop: ['3c', '8h', '6h']. 
start : ('Ad', 'Kd'). Ai : ('Jc', 'Kc'). Floop: ['4c', '2s', 'Qd']. 
start : ('4h', '6d'). Ai : ('9h', '8h'). Floop: ['Ac', '10d', 'Jc']. 
start : ('5h', 'As'). Ai : ('10d', 'Ac'). Floop: ['Kc', 'Kh', 'Kd']. 
start : ('2h', 'Ks'). Ai : ('3d', '7d'). Floop: ['5h', '9h', 'Kh']. 
start : ('7d', '8c'). Ai : ('3s', '3d'). Floop: ['Kd', '4s', '2c']. 
start : ('Ac', 'Kd'). Ai : ('Qh', '6d'). Floop: ['8d', 'Jh', '5h']. 
start : ('7s', 'Ks'). Ai : ('2d', '4d'). Floop: ['8s', 'As', '6d']. 
start : ('10d', '4d'). Ai : ('Jh', 'Kh'). Floop: ['Jc', 'Ah', 'Kd']. 
start : ('2h', 'Kd'). Ai : ('5h', '8h'). Floop: ['9s', '2d', '4c']. 
start : ('5d', '8c'). Ai : ('Jd', 'As'). Floop: ['2d', '5c', '3h']. 
start : ('9s', 'Ad'). Ai : ('4h', '6h'). Floop: ['Qh', 'Jd', '5h']. 
start : ('10h', 'Kd'). Ai : ('8s', 'Jd'). Floop: ['4c', '9c', '3s']. 
start : ('2c', 'Js'). Ai : ('9h', '2s'). Floop: ['Kc', '9d', '3d']. 
start : ('6s', 'Ah'). Ai : ('Qc', '8h'). Floop: ['8s', '4d', '5s']. 
start : ('9s', '4d'). Ai : ('9d', 'As'). Floop: ['9h', '3h', '6s']. 
start : ('10c', '10h'). Ai : ('Ks', '7h'). Floop: ['9c', '4c', 'Jh']. 
start : ('Kd', '10h'). Ai : ('4c', '6h'). Floop: ['2d', 'Qh', '7s']. 
start : ('10h', '2d'). Ai : ('Qh', '6h'). Floop: ['4c', 'Kd', '4s']. 
start : ('2h', '9h'). Ai : ('Jd', 'Ad'). Floop: ['6s', '3s', '8h']. 
start : ('Kd', '3d'). Ai : ('Qs', '9d'). Floop: ['Ah', 'Kh', '6s']. 
start : ('Ad', '10h'). Ai : ('Qh', 'Js'). Floop: ['Jd', '3s', '9s']. 
start : ('5h', '10h'). Ai : ('3s', '7d'). Floop: ['2d', '7c', '8d']. 
start : ('Qs', '3c'). Ai : ('8c', '10d'). Floop: ['5h', '2c', '9d']. 
start : ('Qs', '3s'). Ai : ('6d', '7s'). Floop: ['Jh', '4c', '8h']. 
start : ('8d', '7s'). Ai : ('Kd', 'Qc'). Floop: ['8c', '4h', 'Kh']. 
start : ('5d', '8s'). Ai : ('10c', 'Ah'). Floop: ['6d', '5c', 'Qd']. 
start : ('9c', 'Ad'). Ai : ('7h', 'Ac'). Floop: ['As', '10d', '7s']. 
start : ('8d', 'Ah'). Ai : ('4h', 'Qs'). Floop: ['6d', 'As', '10d']. 
start : ('3d', '8d'). Ai : ('7c', '10c'). Floop: ['As', 'Kh', '3s']. 
start : ('6c', '9s'). Ai : ('4c', 'As'). Floop: ['2h', '10c', 'Qc']. 
start : ('6s', '2c'). Ai : ('4s', '7h'). Floop: ['5s', '6h', '3c']. 
start : ('Ks', '8h'). Ai : ('Ac', 'Js'). Floop: ['Ad', 'Kd', 'Jh']. 
start : ('8h', 'Kd'). Ai : ('2d', 'Jd'). Floop: ['7c', 'As', '5h']. 
start : ('5h', 'Ad'). Ai : ('6d', 'Jh'). Floop: ['Js', '4d', '6h']. 
start : ('4s', 'Kh'). Ai : ('Ah', '3c'). Floop: ['8h', 'Jh', '2d']. 
start : ('4h', 'Ks'). Ai : ('2c', 'Js'). Floop: ['4s', 'Qc', '3s']. 
